Target ,East 2,North 2,Height 2
B1.2N,NULL,NULL,NULL
B1.3,528843.263,179197.263,12.35
B1.4,528825.111,179207.852,12.377
B1.5,528815.237,179213.592,12.184
B1.7,528871.992,179182.473,12.752
B1.8,528857.948,179188.718,12.392
B1.9,528838.313,179200.154,12.461
B1.10,528832.364,179203.634,12.403
B1.11,528810.453,179216.376,12.383
B1.91,528860.092,179187.492,12.097
B1.92,528856.392,179189.659,12.089
B1.93,528852.487,179191.913,12.092
B3.2,528853.923,179191.082,19.322
B3.3,528844.581,179196.496,19.267
B3.4,528826.803,179206.878,19.275
B3.5,528817.995,179211.998,19.266
B3.7,528872.103,179182.423,19.512
B3.8,528867.835,179184.221,19.718
B3.9,528858.013,179188.71,19.329
B3.10,528839.045,179199.724,19.424
B3.11,528833.46,179202.983,19.485
B3.12,528811.986,179215.48,19.438
B3.91,528861.594,179186.679,19.011
B5.2,NULL,NULL,NULL
B5.3,528844.34,179196.672,26.258
B5.4,528828.833,179205.686,26.328
B5.5,528814.585,179213.952,26.241
B5.8,528823.486,179208.797,26.157
B5.91,528862.946,179185.915,25.982
B5.92,528858.534,179188.497,25.982
B5.93,528854.963,179190.542,26.323
B5.95,528838.797,179199.914,25.942
S1.1,NULL,NULL,NULL
S1.2,NULL,NULL,NULL
S1.3,NULL,NULL,NULL
S1.4,NULL,NULL,NULL
S2.1,528804.66,179215.56,10.439
S2.2,528804.66,179215.548,13.3
S2.3,528805.272,179215.193,17.654
S2.4,528804.75,179215.513,20.782
SO1.1,528800.755,179213.287,12.38
SO1.2,528809.728,179207.54,12.482
SO1.3,528821.246,179201.369,12.53
SO1.4,528841.084,179189.801,12.674
SO1.5,528851.524,179183.737,12.613
SO1.6,528865.486,179175.647,12.425
SO3.1N,528799.644,179214.01,18.8
SO3.2N,528809.693,179207.633,18.924
SO3.3N,528820.12,179202.096,18.792
SO3.4,528841.044,179189.886,19.102
SO3.5,528851.48,179183.831,19.102
SO3.6,528865.452,179175.727,19.057
SO5.4,528840.965,179190.017,25.891
SO5.5,528851.434,179183.927,25.99
SO5.6,528864.805,179176.164,26.332
E1.1,528871.844,179180.203,12.467
E1.2,528877.9,179194.943,12.47
E3.1,528871.762,179180.15,19.005
E3.2,528877.813,179194.885,18.984
W1.1,528799.716,179228.9,12.356
W1.2,528796.032,179220.173,12.347
W3.1,528799.791,179228.956,18.931
W3.2,528796.102,179220.231,18.796
P01,528881.283,179191.155,5.213
P02,528878.493,179184.334,5.358
P03,528869.082,179172.823,5.878
P04,528857.452,179173.9,5.921
P06,528829.884,179189.861,6.244
P07,528818.213,179198.106,6.471
P08,528807.186,179203.078,6.518
P09,528789.794,179217.614,6.682
P10,528799.593,179231.73,6.847
P11,528783.333,179220.923,6.783
P12,528793.278,179246.185,6.976
P13,528799.168,179263.693,7.401
P14,528810.189,179258.513,7.08
P15,528800.523,179240.734,6.887
P16,528808.756,179233.725,6.154
P17,528803.841,179230.881,6.347
P23,528883.325,179199.993,5.061
P24,528891.843,179217.643,5.027
P25,528906.473,179217.366,4.942
P26,528897.084,179192.845,4.958
P27,528887.315,179173.626,4.996
P28,528857.654,179159.843,5.62
P29,528829.073,179176.551,6.115
P30,528804.62,179190.83,6.412
P31,528789.478,179199.628,6.675
G4X,528827.362,179246.264,21.643
G06X,528821.675,179233.135,18.631
G07X,528825.089,179241.019,18.968
G08X,528827.749,179247.161,18.727
G09X,528821.698,179233.206,15.691
G10X,528826.008,179241.483,15.849
G11X,528827.364,179246.273,15.699
G04X,528827.758,179247.167,21.768
G22X,528825.782,179242.595,21.717
G21,528821.696,179233.15,21.784
HO12,528808.149,179246.487,18.689
HO13,528808.149,179246.499,15.645
HO14,528808.189,179246.61,13.34
HO15,528804.958,179239.131,18.69
HO16,528804.939,179239.097,15.691
HO17,528804.971,179239.184,12.598
HO18,528813.594,179232.661,8.145
CL1.1,NULL,NULL,NULL
CL1.2,528852.973,179191.568,12.17
CL1.3,528843.62,179197.034,12.153
CL1.4,528834.466,179202.375,12.054
CL1.5,528826.963,179206.753,12.153
CL1.6,528814.305,179214.103,12.184
CL1.7,NULL,NULL,NULL
CL3.1,NULL,NULL,NULL
CL3.2,528852.752,179191.736,19.32
CL3.3,528843.392,179197.174,19.242
CL3.4,NULL,NULL,NULL
CL3.5,528828.072,179206.107,19.198
CL3.6,528818.777,179211.522,19.265
CL3.7,NULL,NULL,NULL
CL3.8,528843.394,179197.171,19.244
CL5.1,NULL,NULL,NULL
CL5.2,528860.383,179187.374,26.348
CL5.3,528852.927,179191.697,26.358
CL5.4,528846.196,179195.572,26.206
CL5.5,528834.552,179202.333,25.668
CL5.6,528824.498,179208.188,26.074
CL5.7,528816.662,179212.716,26.071
N2.1,NULL,NULL,NULL
N2.2,NULL,NULL,NULL
PG1.3,NULL,NULL,NULL
PG2.3,NULL,NULL,NULL
PG3.2,NULL,NULL,NULL
PG3.3,NULL,NULL,NULL
PG2.2,NULL,NULL,NULL
W1.3,NULL,NULL,NULL
W3.3,NULL,NULL,NULL
W5.3,NULL,NULL,NULL
G23,NULL,NULL,NULL
G24,NULL,NULL,NULL
G25,NULL,NULL,NULL
G26,NULL,NULL,NULL
G27,NULL,NULL,NULL
G28,NULL,NULL,NULL
G29,NULL,NULL,NULL
G30,NULL,NULL,NULL
G31,NULL,NULL,NULL
